nom;taille;temps;comparaison;echange;couleur
Tri pair impair;42;9.049999061971903e-05;861;443;#EE99AA
Tri pair impair;43;8.9899986051023e-05;840;464;#EE99AA
Tri pair impair;43;8.809997234493494e-05;840;427;#EE99AA
Tri pair impair;43;9.55999712459743e-05;840;544;#EE99AA
Tri pair impair;44;8.600001456215978e-05;817;492;#EE99AA
Tri pair impair;44;9.240000508725643e-05;903;448;#EE99AA
Tri pair impair;44;9.23000043258071e-05;903;445;#EE99AA
Tri pair impair;45;0.00010309997014701366;968;585;#EE99AA
Tri pair impair;45;9.859999408945441e-05;880;558;#EE99AA
Tri pair impair;45;9.839999256655574e-05;968;471;#EE99AA
Tri pair impair;46;0.00010540004586800933;1035;548;#EE99AA
Tri pair impair;46;0.0001029000268317759;990;503;#EE99AA
Tri pair impair;46;9.320001117885113e-05;900;469;#EE99AA
Tri pair impair;47;0.00010500004282221198;1012;557;#EE99AA
Tri pair impair;47;0.00011370005086064339;1058;595;#EE99AA
Tri pair impair;47;0.00011129997437819839;1058;556;#EE99AA
Tri pair impair;48;0.0001050999853760004;1128;481;#EE99AA
Tri pair impair;48;0.00010689999908208847;987;562;#EE99AA
Tri pair impair;48;0.0001501999795436859;1128;525;#EE99AA
Tri pair impair;49;0.00013609998859465122;1200;796;#EE99AA
Tri pair impair;49;0.00012520002201199532;1152;648;#EE99AA
Tri pair impair;49;0.00011510000331327319;1200;493;#EE99AA
Tri pair impair;50;0.00011299998732283711;1078;602;#EE99AA
Tri pair impair;50;0.00011179997818544507;1078;537;#EE99AA
Tri pair impair;50;0.00010750000365078449;1029;591;#EE99AA
Tri pair impair;51;0.00011299998732283711;1100;612;#EE99AA
Tri pair impair;51;0.00011830002767965198;1150;581;#EE99AA
Tri pair impair;51;0.0001246000174432993;1200;670;#EE99AA
Tri pair impair;52;0.0001194999786093831;1275;538;#EE99AA
Tri pair impair;52;0.0001382000045850873;1326;697;#EE99AA
Tri pair impair;52;0.00012099999003112316;1224;624;#EE99AA
Tri pair impair;53;0.0001170000177808106;1248;514;#EE99AA
Tri pair impair;53;0.00013970001600682735;1404;669;#EE99AA
Tri pair impair;53;0.0001449999981559813;1456;747;#EE99AA
Tri pair impair;54;0.00014789996203035116;1378;861;#EE99AA
Tri pair impair;54;0.00014650000957772136;1484;714;#EE99AA
Tri pair impair;54;0.00014809996355324984;1431;786;#EE99AA
Tri pair impair;55;0.00015170004917308688;1458;812;#EE99AA
Tri pair impair;55;0.00014159997226670384;1404;709;#EE99AA
Tri pair impair;55;0.00015670002903789282;1458;744;#EE99AA
Tri pair impair;56;0.00015080004232004285;1430;822;#EE99AA
Tri pair impair;56;0.0001626000157557428;1540;813;#EE99AA
Tri pair impair;56;0.00015180004993453622;1485;773;#EE99AA
Tri pair impair;57;0.00016899994807317853;1568;855;#EE99AA
Tri pair impair;57;0.00016009999671950936;1512;838;#EE99AA
Tri pair impair;57;0.00014890002785250545;1456;781;#EE99AA
Tri pair impair;58;0.00015279999934136868;1539;768;#EE99AA
Tri pair impair;58;0.00016309996135532856;1596;823;#EE99AA
Tri pair impair;58;0.0001479999627918005;1596;667;#EE99AA
Tri pair impair;59;0.00016820000018924475;1624;868;#EE99AA
Tri pair impair;59;0.0001626000157557428;1566;843;#EE99AA
Tri pair impair;59;0.00017100002150982618;1624;920;#EE99AA
